,日付け,oil_price,stock_price
2146,2012年03月02日,106.7,9777.03
2147,2012年03月01日,108.84,9707.37
2148,2012年02月29日,107.07,9723.24
2149,2012年02月28日,106.55,9722.52
2150,2012年02月27日,108.56,9633.93
2151,2012年02月24日,109.77,9647.38
2152,2012年02月23日,107.83,9595.57
2153,2012年02月22日,106.28,9554.00
2154,2012年02月21日,105.84,9463.02
2155,2012年02月17日,103.24,9384.17
2156,2012年02月16日,102.31,9238.10
2157,2012年02月15日,101.8,9260.34
2158,2012年02月14日,100.74,9052.07
2159,2012年02月13日,100.91,8999.18
2160,2012年02月10日,98.67,8947.17
2161,2012年02月09日,99.84,9002.24
2162,2012年02月08日,98.71,9015.59
2163,2012年02月07日,98.41,8917.52
2164,2012年02月06日,96.91,8929.20
2165,2012年02月03日,97.84,8831.93
2166,2012年02月02日,96.36,8876.82
2167,2012年02月01日,97.61,8809.79
2168,2012年01月31日,98.48,8802.51
2169,2012年01月30日,98.78,8793.05
2170,2012年01月27日,99.56,8841.22
2171,2012年01月26日,99.7,8849.47
2172,2012年01月25日,99.4,8883.69
2173,2012年01月24日,98.95,8785.33
2174,2012年01月23日,99.58,8765.90
2175,2012年01月20日,98.46,8766.36
2176,2012年01月19日,100.39,8639.68
2177,2012年01月18日,100.59,8550.58
2178,2012年01月17日,100.71,8466.40
2179,2012年01月13日,98.7,8500.02
2180,2012年01月12日,99.1,8385.59
2181,2012年01月11日,100.87,8447.88
2182,2012年01月10日,102.24,8422.26
2183,2012年01月06日,101.56,8390.35
2184,2012年01月05日,101.81,8488.71
2185,2012年01月04日,103.22,8560.11
2186,2011年12月30日,98.83,8455.35
2187,2011年12月29日,99.65,8398.89
2188,2011年12月28日,99.36,8423.62
2189,2011年12月27日,101.34,8440.56
2190,2011年12月22日,99.53,8395.16
2191,2011年12月21日,98.67,8459.98
2192,2011年12月20日,97.22,8336.48
2193,2011年12月19日,93.88,8296.12
2194,2011年12月16日,93.53,8401.72
2195,2011年12月15日,93.87,8377.37
2196,2011年12月14日,94.95,8519.13
2197,2011年12月13日,100.14,8552.81
2198,2011年12月12日,97.77,8653.82
2199,2011年12月09日,99.41,8536.46
2200,2011年12月08日,98.34,8664.58
2201,2011年12月07日,100.49,8722.17
2202,2011年12月06日,101.28,8575.16
2203,2011年12月05日,100.99,8695.98
2204,2011年12月02日,100.96,8643.75
2205,2011年12月01日,100.2,8597.38
2206,2011年11月30日,100.36,8434.61
2207,2011年11月29日,99.79,8477.82
2208,2011年11月28日,98.21,8287.49
2209,2011年11月25日,96.77,8160.01
2210,2011年11月22日,98.01,8314.74
2211,2011年11月21日,96.92,8348.27
2212,2011年11月18日,97.41,8374.91
2213,2011年11月17日,98.82,8479.63
2214,2011年11月16日,102.59,8463.16
2215,2011年11月15日,99.37,8541.93
2216,2011年11月14日,98.14,8603.70
2217,2011年11月11日,98.99,8514.47
2218,2011年11月10日,97.78,8500.80
2219,2011年11月09日,95.74,8755.44
2220,2011年11月08日,96.8,8655.51
2221,2011年11月07日,95.52,8767.09
2222,2011年11月04日,94.26,8801.40
2223,2011年11月02日,92.51,8640.42
2224,2011年11月01日,92.19,8835.52
2225,2011年10月31日,93.19,8988.39
2226,2011年10月28日,93.32,9050.47
2227,2011年10月27日,93.96,8926.54
2228,2011年10月26日,90.2,8748.47
2229,2011年10月25日,93.17,8762.31
2230,2011年10月24日,91.27,8843.98
2231,2011年10月21日,87.4,8678.89
2232,2011年10月20日,85.3,8682.15
2233,2011年10月19日,86.11,8772.54
2234,2011年10月18日,88.34,8741.91
2235,2011年10月17日,86.38,8879.60
2236,2011年10月14日,86.8,8747.96
2237,2011年10月13日,84.23,8823.25
2238,2011年10月12日,85.57,8738.90
2239,2011年10月11日,85.81,8773.68
2240,2011年10月07日,82.98,8605.62
2241,2011年10月06日,82.59,8522.02
2242,2011年10月05日,79.68,8382.98
2243,2011年10月04日,75.67,8456.12
2244,2011年10月03日,77.61,8545.48
2245,2011年09月30日,79.2,8700.29
2246,2011年09月29日,82.14,8701.23
2247,2011年09月28日,81.21,8615.65
2248,2011年09月27日,84.45,8609.95
2249,2011年09月26日,80.24,8374.13
2250,2011年09月22日,80.51,8560.26
2251,2011年09月21日,85.92,8741.16
2252,2011年09月20日,86.89,8721.24
2253,2011年09月16日,87.96,8864.16
2254,2011年09月15日,89.4,8668.86
2255,2011年09月14日,88.91,8518.57
2256,2011年09月13日,90.21,8616.55
2257,2011年09月12日,88.19,8535.67
2258,2011年09月09日,87.24,8737.66
2259,2011年09月08日,89.05,8793.12
2260,2011年09月07日,89.34,8763.41
2261,2011年09月06日,86.02,8590.57
2262,2011年09月02日,86.45,8950.74
2263,2011年09月01日,88.93,9060.80
2264,2011年08月31日,88.81,8955.20
2265,2011年08月30日,88.9,8953.90
2266,2011年08月29日,87.27,8851.35
2267,2011年08月26日,85.37,8797.78
2268,2011年08月25日,85.3,8772.36
2269,2011年08月24日,85.16,8639.61
2270,2011年08月23日,85.44,8733.01
2271,2011年08月22日,84.12,8628.13
2272,2011年08月19日,82.26,8719.24
2273,2011年08月18日,82.38,8943.76
2274,2011年08月17日,87.58,9057.26
2275,2011年08月16日,86.65,9107.43
2276,2011年08月15日,87.88,9086.41
2277,2011年08月12日,85.38,8963.72
2278,2011年08月11日,85.72,8981.94
2279,2011年08月10日,82.89,9038.74
2280,2011年08月09日,79.3,8944.48
2281,2011年08月08日,81.31,9097.56
2282,2011年08月05日,86.88,9299.88
2283,2011年08月04日,86.63,9659.18
2284,2011年08月03日,91.93,9637.14
2285,2011年08月02日,93.79,9844.59
2286,2011年08月01日,94.89,9965.01
2287,2011年07月29日,95.7,9833.03
2288,2011年07月28日,97.44,9901.35
2289,2011年07月27日,97.4,10047.19
2290,2011年07月26日,99.59,10097.72
2291,2011年07月25日,99.2,10050.01
2292,2011年07月22日,99.87,10132.11
2293,2011年07月21日,99.13,10010.39
2294,2011年07月20日,98.14,10005.90
2295,2011年07月19日,97.5,9889.72
2296,2011年07月15日,97.24,9974.47
2297,2011年07月14日,95.69,9936.12
2298,2011年07月13日,98.05,9963.14
2299,2011年07月12日,97.43,9925.92
2300,2011年07月11日,95.15,10069.53
2301,2011年07月08日,96.2,10137.73
2302,2011年07月07日,98.67,10071.14
2303,2011年07月06日,96.65,10082.48
2304,2011年07月05日,96.89,9972.46
2305,2011年07月01日,94.94,9868.07
2306,2011年06月30日,95.42,9816.09
2307,2011年06月29日,94.77,9797.26
2308,2011年06月28日,92.89,9648.98
2309,2011年06月27日,90.61,9578.31
2310,2011年06月24日,91.16,9678.71
2311,2011年06月23日,91.02,9596.74
2312,2011年06月22日,95.41,9629.43
2313,2011年06月21日,93.4,9459.66
2314,2011年06月20日,93.26,9354.32
2315,2011年06月17日,93.01,9351.40
2316,2011年06月16日,94.95,9411.28
2317,2011年06月15日,94.81,9574.32
2318,2011年06月14日,99.37,9547.79
2319,2011年06月13日,97.3,9448.21
2320,2011年06月10日,99.29,9514.44
2321,2011年06月09日,101.93,9467.15
2322,2011年06月08日,100.74,9449.46
2323,2011年06月07日,99.09,9442.95
2324,2011年06月06日,99.01,9380.35
2325,2011年06月03日,100.22,9492.21
2326,2011年06月02日,100.4,9555.04
2327,2011年06月01日,100.29,9719.61
2328,2011年05月31日,102.7,9693.73
2329,2011年05月27日,100.59,9521.94
2330,2011年05月26日,100.23,9562.05
2331,2011年05月25日,101.32,9422.88
2332,2011年05月24日,99.59,9477.17
2333,2011年05月23日,97.7,9460.63
2334,2011年05月20日,99.49,9607.08
2335,2011年05月19日,98.44,9620.82
2336,2011年05月18日,100.1,9662.08
2337,2011年05月17日,96.91,9567.02
2338,2011年05月16日,97.37,9558.30
2339,2011年05月13日,99.65,9648.77
2340,2011年05月12日,98.97,9716.65
2341,2011年05月11日,98.21,9864.26
2342,2011年05月10日,103.88,9818.76
2343,2011年05月09日,102.55,9794.38
2344,2011年05月06日,97.18,9859.20
2345,2011年05月02日,113.52,10004.20
2346,2011年04月28日,112.86,9849.74
2347,2011年04月27日,112.76,9691.84
2348,2011年04月26日,112.21,9558.69
2349,2011年04月25日,112.28,9671.96
2350,2011年04月21日,112.29,9685.77
2351,2011年04月20日,111.45,9606.82
2352,2011年04月19日,108.15,9441.03
2353,2011年04月18日,107.12,9556.65
2354,2011年04月15日,109.66,9591.52
2355,2011年04月14日,108.11,9653.92
2356,2011年04月13日,107.11,9641.18
2357,2011年04月12日,106.25,9555.26
2358,2011年04月11日,109.92,9719.70
2359,2011年04月08日,112.79,9768.08
2360,2011年04月07日,110.3,9590.93
2361,2011年04月06日,108.83,9584.37
2362,2011年04月05日,108.34,9615.55
2363,2011年04月04日,108.47,9718.89
2364,2011年04月01日,107.94,9708.39
2365,2011年03月31日,106.72,9755.10
2366,2011年03月30日,104.27,9708.79
2367,2011年03月29日,104.79,9459.08
2368,2011年03月28日,103.98,9478.53
2369,2011年03月25日,105.4,9536.13
2370,2011年03月24日,105.6,9435.01
2371,2011年03月23日,105.75,9449.47
2372,2011年03月22日,104.0,9608.32
2373,2011年03月18日,101.07,9206.75
2374,2011年03月17日,101.42,8962.67
2375,2011年03月16日,97.98,9093.72
2376,2011年03月15日,97.18,8655.00
2377,2011年03月14日,101.19,9620.49
2378,2011年03月11日,101.16,10254.43
2379,2011年03月10日,102.7,10434.38
2380,2011年03月09日,104.38,10589.50
2381,2011年03月08日,105.02,10525.19
2382,2011年03月07日,105.44,10505.02
2383,2011年03月04日,104.42,10693.66
2384,2011年03月03日,101.91,10586.02
2385,2011年03月02日,102.23,10492.38
2386,2011年03月01日,99.63,10754.03
2387,2011年02月28日,96.97,10624.09
2388,2011年02月25日,97.88,10526.76
2389,2011年02月24日,97.28,10452.71
2390,2011年02月23日,98.1,10579.10
2391,2011年02月22日,93.57,10664.70
2392,2011年02月18日,86.2,10842.80
2393,2011年02月17日,86.36,10836.64
2394,2011年02月16日,84.99,10808.29
2395,2011年02月15日,84.32,10746.67
2396,2011年02月14日,84.81,10725.54
2397,2011年02月10日,86.73,10605.65
2398,2011年02月09日,86.71,10617.83
2399,2011年02月08日,86.94,10635.98
2400,2011年02月07日,87.48,10592.04
2401,2011年02月04日,89.03,10543.52
2402,2011年02月03日,90.54,10431.36
2403,2011年02月02日,90.86,10457.36
2404,2011年02月01日,90.77,10274.50
2405,2011年01月31日,92.19,10237.92
2406,2011年01月28日,89.34,10360.34
2407,2011年01月27日,85.64,10478.66
2408,2011年01月26日,87.33,10401.90
2409,2011年01月25日,86.19,10464.42
2410,2011年01月24日,87.87,10345.11
2411,2011年01月21日,89.11,10274.52
2412,2011年01月20日,88.86,10437.31
2413,2011年01月19日,90.86,10557.10
2414,2011年01月18日,91.38,10518.98
2415,2011年01月14日,91.54,10499.04
2416,2011年01月13日,91.4,10589.76
2417,2011年01月12日,91.86,10512.80
2418,2011年01月11日,91.11,10510.68
2419,2011年01月07日,88.03,10541.04
2420,2011年01月06日,88.38,10529.76
2421,2011年01月05日,90.3,10380.77
2422,2011年01月04日,89.38,10398.10
